IDX	STEP	WORK	TIME	  LOOP	ALARM	Cur	Vol	Cap	Tmp	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24
101	2	44	00:15:01  1	80	-6.00	201.80	1.50	0.00	11.313	11.312	11.289	11.283	11.282	11.320	11.339	11.322	11.311	11.313	11.288	11.289	11.311	11.316	11.299	11.312	11.304	11.196	0.008	0.009	0.005	0.003	0.007	0.010	
102	2	44	00:15:11  1	80	-6.00	201.70	1.52	0.00	11.309	11.309	11.275	11.276	11.281	11.309	11.331	11.324	11.308	11.302	11.284	11.291	11.302	11.308	11.298	11.308	11.293	11.192	0.010	0.007	0.003	0.009	0.007	0.004	
103	2	44	00:15:20  1	80	-6.00	201.60	1.53	0.00	11.306	11.302	11.274	11.275	11.275	11.304	11.331	11.319	11.299	11.296	11.281	11.285	11.293	11.308	11.294	11.297	11.291	11.190	0.008	0.005	0.005	0.008	0.004	0.007	
104	2	44	00:15:31  1	80	-6.00	201.50	1.55	0.00	11.300	11.294	11.269	11.269	11.268	11.300	11.326	11.314	11.290	11.296	11.275	11.272	11.291	11.306	11.284	11.292	11.290	11.183	0.006	0.009	0.006	0.004	0.005	0.010	
105	2	44	00:15:41  1	80	-6.00	201.40	1.57	0.00	11.291	11.289	11.266	11.262	11.259	11.298	11.322	11.304	11.286	11.293	11.266	11.266	11.291	11.298	11.276	11.290	11.285	11.177	0.006	0.010	0.006	0.005	0.006	0.009	
106	2	44	00:15:50  1	80	-6.00	201.30	1.58	0.00	11.286	11.285	11.261	11.259	11.258	11.292	11.317	11.303	11.281	11.288	11.264	11.262	11.281	11.297	11.274	11.283	11.280	11.170	0.007	0.008	0.007	0.004	0.008	0.011	
107	2	44	00:16:01  1	80	-6.00	201.20	1.60	0.00	11.282	11.280	11.257	11.252	11.249	11.289	11.312	11.295	11.278	11.284	11.257	11.256	11.280	11.290	11.269	11.278	11.273	11.166	0.006	0.008	0.006	0.006	0.005	0.008	
108	2	44	00:16:11  1	80	-6.00	201.10	1.62	0.00	11.273	11.280	11.250	11.245	11.247	11.285	11.307	11.289	11.275	11.279	11.251	11.253	11.275	11.283	11.260	11.276	11.269	11.155	0.008	0.010	0.001	0.004	0.010	0.009	
109	2	44	00:16:20  1	80	-6.00	201.00	1.63	0.00	11.270	11.275	11.247	11.235	11.243	11.283	11.297	11.286	11.274	11.269	11.244	11.252	11.269	11.274	11.259	11.272	11.259	11.151	0.011	0.009	0.000	0.008	0.007	0.005	
110	2	44	00:16:31  1	80	-6.00	200.90	1.65	0.00	11.267	11.264	11.241	11.235	11.233	11.276	11.299	11.280	11.262	11.270	11.241	11.239	11.264	11.273	11.250	11.266	11.258	11.148	0.006	0.008	0.006	0.005	0.004	0.010	
111	2	44	00:16:41  1	80	-6.00	200.90	1.67	0.00	11.265	11.257	11.232	11.230	11.228	11.265	11.292	11.276	11.259	11.256	11.239	11.240	11.254	11.267	11.250	11.255	11.250	11.144	0.007	0.006	0.006	0.007	0.006	0.008	
112	2	44	00:16:50  1	80	-6.00	200.80	1.68	0.00	11.255	11.259	11.224	11.220	11.226	11.267	11.282	11.268	11.258	11.256	11.228	11.233	11.255	11.257	11.241	11.259	11.243	11.133	0.010	0.009	0.002	0.007	0.010	0.004	
113	2	44	00:17:01  1	80	-6.00	200.70	1.70	0.00	11.248	11.250	11.226	11.215	11.215	11.260	11.282	11.262	11.249	11.252	11.221	11.225	11.251	11.256	11.232	11.253	11.239	11.125	0.007	0.009	0.005	0.005	0.008	0.008	
114	2	44	00:17:11  1	80	-6.00	200.60	1.72	0.00	11.247	11.239	11.215	11.212	11.207	11.251	11.277	11.263	11.240	11.240	11.222	11.221	11.239	11.251	11.232	11.239	11.235	11.127	0.006	0.008	0.007	0.006	0.006	0.009	
115	2	44	00:17:20  1	80	-6.00	200.50	1.73	0.00	11.235	11.243	11.214	11.202	11.206	11.251	11.266	11.255	11.242	11.237	11.208	11.219	11.236	11.241	11.226	11.241	11.231	11.116	0.007	0.011	0.003	0.006	0.010	0.006	
116	2	44	00:17:31  1	80	-6.00	200.40	1.75	0.00	11.231	11.235	11.208	11.197	11.199	11.244	11.265	11.246	11.229	11.234	11.209	11.206	11.230	11.241	11.218	11.232	11.226	11.112	0.007	0.010	0.005	0.004	0.008	0.009	
117	2	44	00:17:41  1	80	-6.00	200.20	1.77	0.00	11.231	11.231	11.195	11.194	11.199	11.235	11.257	11.248	11.225	11.221	11.202	11.205	11.221	11.235	11.217	11.223	11.213	11.109	0.008	0.005	0.006	0.007	0.008	0.011	
118	2	44	00:17:50  1	80	-6.00	200.20	1.78	0.00	11.224	11.221	11.194	11.188	11.184	11.229	11.257	11.238	11.217	11.225	11.196	11.194	11.220	11.233	11.203	11.221	11.214	11.099	0.007	0.009	0.004	0.005	0.008	0.010	
119	2	44	00:18:01  1	80	-6.00	200.10	1.80	0.00	11.211	11.217	11.190	11.177	11.179	11.227	11.247	11.229	11.217	11.217	11.183	11.191	11.215	11.219	11.199	11.220	11.207	11.090	0.008	0.011	0.004	0.006	0.009	0.008	
120	2	44	00:18:11  1	80	-6.00	199.90	1.82	0.00	11.206	11.216	11.181	11.168	11.176	11.219	11.237	11.227	11.210	11.212	11.178	11.185	11.212	11.214	11.192	11.214	11.197	11.084	0.010	0.009	0.001	0.008	0.009	0.006	
121	2	44	00:18:20  1	80	-6.00	199.90	1.83	0.00	11.201	11.209	11.177	11.163	11.167	11.217	11.234	11.219	11.205	11.205	11.171	11.179	11.205	11.208	11.188	11.205	11.189	11.077	0.009	0.011	0.003	0.005	0.010	0.008	
122	2	44	00:18:31  1	80	-6.00	199.70	1.85	0.00	11.200	11.201	11.164	11.160	11.165	11.204	11.228	11.217	11.196	11.193	11.166	11.177	11.195	11.201	11.185	11.199	11.182	11.073	0.010	0.007	0.003	0.006	0.007	0.007	
123	2	44	00:18:41  1	80	-6.00	199.50	1.87	0.00	11.192	11.190	11.164	11.155	11.151	11.201	11.226	11.209	11.189	11.194	11.159	11.163	11.194	11.197	11.170	11.191	11.181	11.061	0.009	0.009	0.004	0.004	0.007	0.008	
124	2	44	00:18:50  1	80	-6.00	199.50	1.88	0.00	11.189	11.189	11.150	11.149	11.150	11.191	11.218	11.209	11.183	11.182	11.157	11.159	11.178	11.194	11.171	11.180	11.169	11.062	0.010	0.006	0.005	0.010	0.006	0.006	
125	2	44	00:19:01  1	80	-6.00	199.40	1.90	0.00	11.181	11.184	11.143	11.139	11.143	11.185	11.210	11.201	11.182	11.177	11.145	11.153	11.180	11.181	11.165	11.181	11.162	11.052	0.011	0.007	0.004	0.008	0.008	0.004	
126	2	44	00:19:11  1	80	-6.00	199.30	1.92	0.00	11.169	11.178	11.143	11.127	11.135	11.187	11.204	11.190	11.177	11.172	11.137	11.147	11.173	11.175	11.156	11.175	11.155	11.042	0.011	0.008	0.003	0.008	0.009	0.005	
127	2	44	00:19:20  1	80	-6.00	199.20	1.93	0.00	11.169	11.165	11.135	11.127	11.123	11.175	11.205	11.185	11.161	11.168	11.135	11.135	11.166	11.176	11.147	11.166	11.156	11.034	0.008	0.007	0.004	0.005	0.004	0.010	
128	2	44	00:19:31  1	80	-6.00	199.10	1.95	0.00	11.162	11.161	11.124	11.120	11.119	11.166	11.194	11.183	11.153	11.157	11.126	11.133	11.156	11.165	11.145	11.159	11.142	11.031	0.008	0.005	0.005	0.009	0.006	0.006	
129	2	44	00:19:41  1	80	-6.00	199.00	1.97	0.00	11.151	11.158	11.122	11.106	11.110	11.166	11.187	11.170	11.156	11.152	11.114	11.124	11.155	11.154	11.133	11.156	11.136	11.018	0.010	0.008	0.003	0.007	0.009	0.008	
130	2	44	00:19:51  1	80	-6.00	198.80	1.98	0.00	11.147	11.143	11.113	11.105	11.099	11.154	11.185	11.165	11.141	11.146	11.112	11.111	11.144	11.154	11.131	11.143	11.131	11.015	0.007	0.008	0.007	0.007	0.006	0.009	
131	2	44	00:20:01  1	80	-6.00	198.70	2.00	0.00	11.137	11.139	11.108	11.095	11.091	11.152	11.177	11.157	11.139	11.143	11.102	11.105	11.141	11.147	11.116	11.142	11.127	11.000	0.007	0.010	0.003	0.006	0.009	0.008	
132	2	44	00:20:11  1	80	-6.00	198.50	2.02	0.00	11.134	11.137	11.096	11.085	11.091	11.140	11.167	11.154	11.132	11.126	11.097	11.103	11.127	11.138	11.115	11.128	11.114	10.995	0.010	0.008	0.003	0.008	0.007	0.003	
133	2	44	00:20:20  1	80	-6.00	198.30	2.03	0.00	11.128	11.129	11.086	11.080	11.080	11.132	11.161	11.151	11.124	11.121	11.091	11.092	11.119	11.133	11.105	11.121	11.107	10.990	0.010	0.005	0.005	0.008	0.006	0.007	
134	2	44	00:20:31  1	80	-6.00	198.10	2.05	0.00	11.119	11.115	11.079	11.072	11.069	11.126	11.158	11.140	11.115	11.115	11.082	11.086	11.114	11.127	11.100	11.114	11.099	10.979	0.007	0.006	0.007	0.008	0.004	0.009	
135	2	44	00:20:41  1	80	-6.00	198.00	2.07	0.00	11.107	11.109	11.077	11.062	11.058	11.121	11.150	11.129	11.109	11.114	11.068	11.073	11.113	11.116	11.084	11.111	11.095	10.964	0.007	0.011	0.003	0.004	0.011	0.007	
136	2	44	00:20:50  1	80	-6.00	197.90	2.08	0.00	11.100	11.107	11.064	11.050	11.056	11.114	11.137	11.128	11.104	11.099	11.059	11.071	11.105	11.105	11.081	11.106	11.085	10.956	0.012	0.009	0.000	0.006	0.010	0.005	
137	2	44	00:21:01  1	80	-6.00	197.70	2.10	0.00	11.090	11.098	11.062	11.043	11.041	11.110	11.135	11.114	11.096	11.096	11.051	11.060	11.098	11.098	11.070	11.099	11.077	10.946	0.010	0.010	0.002	0.007	0.008	0.010	
138	2	44	00:21:11  1	80	-6.00	197.60	2.12	0.00	11.084	11.085	11.051	11.035	11.030	11.100	11.130	11.107	11.084	11.090	11.042	11.049	11.090	11.095	11.065	11.085	11.070	10.941	0.006	0.008	0.007	0.005	0.007	0.010	
139	2	44	00:21:20  1	80	-6.00	197.50	2.13	0.00	11.080	11.083	11.037	11.026	11.028	11.088	11.118	11.107	11.082	11.078	11.033	11.045	11.081	11.082	11.057	11.081	11.057	10.930	0.011	0.009	0.002	0.008	0.006	0.004	
140	2	44	00:21:31  1	80	-6.00	197.30	2.15	0.00	11.063	11.073	11.035	11.015	11.013	11.086	11.114	11.092	11.072	11.072	11.022	11.032	11.075	11.074	11.042	11.073	11.050	10.915	0.011	0.010	0.003	0.007	0.009	0.005	
141	2	44	00:21:41  1	80	-6.00	197.10	2.17	0.00	11.062	11.063	11.018	11.009	11.007	11.071	11.106	11.088	11.058	11.060	11.020	11.021	11.060	11.069	11.036	11.056	11.039	10.913	0.010	0.006	0.004	0.008	0.004	0.007	
142	2	44	00:21:50  1	80	-6.00	197.00	2.18	0.00	11.053	11.051	11.013	10.998	10.993	11.065	11.101	11.080	11.049	11.056	11.010	11.015	11.055	11.062	11.030	11.050	11.033	10.904	0.008	0.008	0.006	0.006	0.005	0.009	
143	2	44	00:22:01  1	80	-6.00	196.90	2.20	0.00	11.037	11.045	11.005	10.988	10.982	11.058	11.092	11.069	11.042	11.048	10.996	11.001	11.048	11.054	11.012	11.043	11.027	10.886	0.007	0.010	0.004	0.004	0.008	0.008	
144	2	44	00:22:11  1	80	-6.00	196.60	2.22	0.00	11.028	11.040	10.991	10.971	10.975	11.051	11.076	11.061	11.037	11.032	10.982	10.996	11.037	11.037	11.007	11.038	11.008	10.873	0.010	0.009	0.001	0.007	0.011	0.006	
145	2	44	00:22:20  1	80	-6.00	196.40	2.23	0.00	11.024	11.032	10.980	10.966	10.967	11.039	11.069	11.057	11.027	11.024	10.979	10.987	11.027	11.035	11.001	11.024	11.003	10.869	0.008	0.006	0.007	0.008	0.004	0.007	
146	2	44	00:22:31  1	80	-6.00	196.30	2.25	0.00	11.008	11.022	10.975	10.950	10.952	11.035	11.060	11.044	11.020	11.014	10.961	10.976	11.020	11.019	10.988	11.017	10.996	10.850	0.008	0.011	0.002	0.007	0.009	0.008	
147	2	44	00:22:41  1	80	-6.00	196.10	2.27	0.00	10.998	11.009	10.963	10.938	10.936	11.025	11.053	11.032	11.005	11.011	10.952	10.958	11.013	11.017	10.971	11.007	10.987	10.838	0.008	0.012	0.004	0.004	0.009	0.008	
148	2	44	00:22:50  1	80	-6.00	196.00	2.28	0.00	10.995	10.997	10.945	10.932	10.927	11.008	11.047	11.029	10.999	10.994	10.941	10.954	10.998	11.003	10.969	10.995	10.971	10.832	0.010	0.007	0.006	0.008	0.005	0.008	
149	2	44	00:23:01  1	80	-6.00	195.70	2.30	0.00	10.977	10.991	10.940	10.915	10.914	11.005	11.033	11.015	10.989	10.987	10.923	10.939	10.994	10.990	10.952	10.987	10.960	10.811	0.009	0.009	0.000	0.008	0.007	0.005	
150	2	44	00:23:11  1	80	-6.00	195.50	2.32	0.00	10.973	10.973	10.927	10.906	10.896	10.990	11.030	11.008	10.972	10.979	10.915	10.920	10.980	10.984	10.936	10.971	10.950	10.805	0.007	0.008	0.006	0.006	0.006	0.009	
151	2	44	00:23:20  1	80	-6.00	195.40	2.33	0.00	10.955	10.964	10.917	10.896	10.886	10.980	11.024	10.998	10.964	10.969	10.905	10.910	10.972	10.975	10.926	10.963	10.943	10.785	0.006	0.010	0.005	0.004	0.008	0.009	
152	2	44	00:23:31  1	80	-6.00	195.10	2.35	0.00	10.944	10.956	10.907	10.876	10.869	10.974	11.009	10.984	10.955	10.958	10.885	10.900	10.963	10.959	10.913	10.953	10.927	10.771	0.007	0.009	0.003	0.003	0.009	0.008	
153	2	44	00:23:41  1	80	-6.00	194.80	2.37	0.00	10.931	10.947	10.888	10.862	10.858	10.961	10.999	10.973	10.946	10.945	10.871	10.886	10.953	10.947	10.901	10.943	10.913	10.751	0.010	0.010	0.001	0.006	0.008	0.006	
154	2	44	00:23:50  1	80	-6.00	194.70	2.38	0.00	10.920	10.932	10.882	10.848	10.842	10.953	10.988	10.961	10.934	10.935	10.859	10.875	10.942	10.937	10.888	10.933	10.901	10.736	0.009	0.010	0.001	0.007	0.008	0.004	
155	2	44	00:24:01  1	80	-6.00	194.40	2.40	0.00	10.909	10.923	10.861	10.831	10.829	10.937	10.972	10.956	10.922	10.913	10.844	10.862	10.925	10.922	10.877	10.918	10.886	10.720	0.010	0.008	0.002	0.007	0.010	0.004	
156	2	44	00:24:11  1	80	-6.00	194.20	2.42	0.00	10.897	10.902	10.847	10.818	10.805	10.922	10.968	10.941	10.905	10.906	10.832	10.843	10.911	10.919	10.863	10.901	10.874	10.708	0.006	0.008	0.007	0.005	0.005	0.007	
157	2	44	00:24:20  1	80	-6.00	193.90	2.43	0.00	10.882	10.896	10.830	10.800	10.796	10.917	10.956	10.929	10.896	10.895	10.808	10.830	10.906	10.897	10.847	10.893	10.857	10.684	0.009	0.009	0.002	0.007	0.008	0.005	
158	2	44	00:24:31  1	80	-6.00	193.70	2.45	0.00	10.865	10.878	10.820	10.781	10.772	10.903	10.943	10.915	10.880	10.881	10.790	10.810	10.891	10.883	10.827	10.879	10.841	10.660	0.005	0.008	0.001	0.005	0.008	0.009	
159	2	44	00:24:42  1	80	-6.00	193.40	2.47	0.00	10.851	10.861	10.802	10.763	10.749	10.887	10.931	10.908	10.861	10.865	10.778	10.791	10.873	10.875	10.813	10.859	10.829	10.646	0.005	0.009	0.006	0.003	0.007	0.010	
160	2	44	00:24:50  1	80	-6.00	193.10	2.48	0.00	10.836	10.855	10.785	10.741	10.738	10.874	10.914	10.894	10.854	10.850	10.756	10.781	10.863	10.855	10.800	10.849	10.807	10.623	0.009	0.010	0.002	0.006	0.010	0.006	
161	2	44	00:25:01  1	80	-6.00	192.90	2.50	0.00	10.819	10.836	10.769	10.720	10.713	10.861	10.901	10.877	10.834	10.840	10.739	10.755	10.850	10.845	10.777	10.834	10.796	10.600	0.007	0.009	0.003	0.004	0.010	0.009	
162	2	44	00:25:12  1	80	-6.00	192.50	2.52	0.00	10.809	10.816	10.746	10.707	10.689	10.840	10.895	10.866	10.817	10.821	10.718	10.733	10.832	10.829	10.758	10.815	10.778	10.573	0.006	0.010	0.005	0.004	0.008	0.009	
163	2	44	00:25:20  1	80	-6.00	192.20	2.53	0.00	10.789	10.805	10.724	10.679	10.672	10.828	10.874	10.853	10.806	10.799	10.695	10.718	10.815	10.809	10.745	10.800	10.753	10.552	0.009	0.006	0.005	0.008	0.004	0.006	
164	2	44	00:25:30  1	80	-6.00	191.80	2.55	0.00	10.771	10.784	10.711	10.661	10.642	10.813	10.868	10.835	10.788	10.792	10.670	10.694	10.807	10.794	10.724	10.783	10.743	10.529	0.006	0.009	0.006	0.005	0.006	0.009	
165	2	44	00:25:42  1	80	-6.00	191.50	2.57	0.00	10.744	10.762	10.683	10.625	10.609	10.792	10.847	10.813	10.763	10.770	10.645	10.665	10.785	10.778	10.693	10.760	10.716	10.487	0.006	0.010	0.006	0.003	0.007	0.008	
166	2	44	00:25:50  1	80	-6.00	191.10	2.58	0.00	10.729	10.751	10.659	10.602	10.592	10.776	10.828	10.805	10.751	10.744	10.617	10.649	10.765	10.754	10.677	10.743	10.688	10.461	0.010	0.009	0.002	0.007	0.008	0.005	
167	2	44	00:26:01  1	80	-6.00	190.60	2.60	0.00	10.701	10.725	10.637	10.571	10.551	10.758	10.817	10.786	10.726	10.731	10.593	10.615	10.749	10.738	10.647	10.723	10.673	10.424	0.006	0.010	0.004	0.003	0.007	0.009	
168	2	44	00:26:12  1	80	-6.00	190.20	2.62	0.00	10.684	10.707	10.604	10.542	10.528	10.736	10.796	10.771	10.705	10.702	10.559	10.591	10.725	10.711	10.625	10.699	10.638	10.389	0.009	0.008	0.002	0.009	0.008	0.005	
169	2	44	00:26:20  1	80	-6.00	189.80	2.63	0.00	10.663	10.679	10.581	10.517	10.487	10.713	10.785	10.750	10.681	10.685	10.527	10.554	10.709	10.696	10.592	10.675	10.621	10.356	0.007	0.006	0.006	0.006	0.004	0.008	
170	2	44	00:26:30  1	80	-6.00	189.30	2.65	0.00	10.633	10.659	10.555	10.474	10.455	10.698	10.763	10.728	10.665	10.662	10.489	10.531	10.689	10.664	10.566	10.660	10.595	10.311	0.009	0.010	0.004	0.005	0.008	0.008	
171	2	44	00:26:42  1	80	-6.00	188.50	2.67	0.00	10.610	10.626	10.516	10.439	10.409	10.666	10.746	10.709	10.629	10.637	10.453	10.486	10.663	10.646	10.529	10.624	10.557	10.256	0.006	0.009	0.005	0.004	0.006	0.010	
172	2	44	00:26:50  1	80	-6.00	188.20	2.68	0.00	10.574	10.604	10.486	10.394	10.368	10.649	10.722	10.682	10.609	10.610	10.408	10.455	10.642	10.612	10.498	10.602	10.524	10.207	0.011	0.011	0.001	0.005	0.009	0.010	
173	2	44	00:27:01  1	80	-6.00	187.50	2.70	0.00	10.545	10.566	10.443	10.351	10.316	10.615	10.702	10.659	10.572	10.579	10.373	10.415	10.613	10.590	10.464	10.568	10.493	10.166	0.007	0.007	0.006	0.007	0.005	0.008	
174	2	44	00:27:12  1	80	-6.00	186.80	2.72	0.00	10.509	10.543	10.404	10.298	10.273	10.590	10.673	10.638	10.548	10.543	10.317	10.372	10.583	10.551	10.424	10.539	10.446	10.102	0.010	0.006	0.004	0.008	0.006	0.004	
175	2	44	00:27:20  1	80	-6.00	186.20	2.73	0.00	10.478	10.504	10.364	10.258	10.219	10.558	10.656	10.611	10.511	10.518	10.284	10.332	10.557	10.530	10.389	10.506	10.421	10.059	0.007	0.007	0.007	0.006	0.004	0.009	
176	2	44	00:27:30  1	80	-6.00	185.40	2.75	0.00	10.440	10.477	10.321	10.201	10.172	10.530	10.624	10.587	10.488	10.489	10.226	10.287	10.535	10.493	10.343	10.479	10.379	9.992	0.010	0.009	0.001	0.008	0.008	0.004	
177	2	44	00:27:42  1	80	-6.00	184.60	2.77	0.00	10.393	10.430	10.271	10.136	10.103	10.495	10.596	10.548	10.440	10.441	10.157	10.222	10.492	10.445	10.283	10.430	10.333	9.922	0.008	0.011	0.003	0.003	0.009	0.008	
178	2	44	00:27:50  1	80	-6.00	183.80	2.78	0.00	10.359	10.389	10.216	10.086	10.045	10.454	10.571	10.523	10.395	10.401	10.106	10.168	10.454	10.414	10.235	10.384	10.280	9.863	0.007	0.006	0.005	0.008	0.005	0.006	
179	2	44	00:28:01  1	80	-6.00	182.90	2.80	0.00	10.303	10.345	10.157	10.009	9.976	10.414	10.531	10.486	10.360	10.359	10.039	10.117	10.422	10.365	10.181	10.349	10.226	9.780	0.010	0.009	0.004	0.007	0.008	0.005	
180	2	44	00:28:12  1	80	-6.00	181.90	2.82	0.00	10.260	10.294	10.102	9.950	9.906	10.371	10.506	10.450	10.302	10.308	9.973	10.045	10.374	10.322	10.115	10.288	10.171	9.702	0.005	0.008	0.007	0.004	0.006	0.009	
181	2	44	00:28:20  1	80	-6.00	181.10	2.83	0.00	10.207	10.246	10.049	9.884	9.836	10.330	10.473	10.410	10.253	10.262	9.918	9.995	10.337	10.282	10.070	10.247	10.123	9.640	0.006	0.009	0.006	0.004	0.006	0.008	
182	3	22	00:00:00  1	80	0.00	193.80	0.00	0.00	10.839	10.849	10.750	10.669	10.645	10.902	10.984	10.951	10.870	10.868	10.692	10.729	10.906	10.881	10.765	10.863	10.797	10.612	0.008	0.010	0.004	0.005	0.009	0.008	
